"","code_insee","code_pat"
"29131","74242","59"
"29132","74243","61"
"29133","74244","60"
"29135","74250","60"
"29136","74252","64"
"29137","74253","60"
"29138","74254","59"
"29142","74258","64"
"29144","74260","61"
"29147","74263","58"
"29148","74264","64"
"29151","74267","59"
"29155","74273","64"
"29156","74275","59"
"29157","74276","64"
"29158","74278","64"
"29161","74281","58"
"29162","74282","59"
"29168","74288","61"
"29173","74293","58"
"29174","74294","64"
"29176","74296","61"
"29178","74298","63"
"29179","74299","59"
"29182","74303","59"
"29184","74305","63"
"29188","74309","61"
"29189","74310","59"
"29191","74312","62"
"29193","74314","61"
"29194","74315","58"
